review,rating,cleaned_review,sentiment
"Mypertamina tidak dapat menyelesaikan masalah konsumennya,hanya kemauan Pertamina sendiri,kode QR sudah rusak tidak bisa didaftar lagi agar Mendapatkan kode QR baru",1,mypertamina tidak dapat menyelesaikan masalah konsumennyahanya kemauan pertamina sendirikode qr sudah rusak tidak bisa didaftar lagi agar mendapatkan kode qr baru,netral
mantap,5,mantap,netral
good,5,good,positif
Terlalu menyusahkan..sudah jelas masih uji coba..disebagian spbu menolak pembayaran cash.. Ditambah lagi ga bisa masuk ke daftar QR...lucu banget..pihak spbu yang buat aturab pihak spbu sendiri yang mempersulit..🔙🔜,1,terlalu menyusahkansudah jelas masih uji cobadisebagian spbu menolak pembayaran cash ditambah lagi ga bisa masuk ke daftar qrlucu bangetpihak spbu yang buat aturab pihak spbu sendiri yang mempersulit,netral
Mantab👍👍👍👍,5,mantab,netral
Transaksi mudah dan cepat,5,transaksi mudah dan cepat,netral
Nggawe ruwet,1,nggawe ruwet,netral
RIBET. KALO GA NIAT NGASIH SUBSIDI NGOMONG BOS.,5,ribet kalo ga niat ngasih subsidi ngomong bos,netral
Aplikasi ribet,1,aplikasi ribet,netral
Sdh bbrp minggu ini smpe skr selalu log out tidak bisa masuk app. Sdh di uninstall trs install ulang msh ttp sama,2,sdh bbrp minggu ini smpe skr selalu log out tidak bisa masuk app sdh di uninstall trs install ulang msh ttp sama,netral
Ok,5,ok,positif
"Terlalu bnyak bug, upload stnk kaga mau muncul,gmna mau bikin nya coba ribet amat",2,terlalu bnyak bug upload stnk kaga mau munculgmna mau bikin nya coba ribet amat,netral
Agak susah sekarang tidak bisa ajukan banding..saya beli mobil bekas PT daj tidak ada barcod saya cob daftar ulang tidak bisa..bandingpun tidak bisa.. Bagaimana ini saya beli pertamax trus sdgkan mobil buat kerja,2,agak susah sekarang tidak bisa ajukan bandingsaya beli mobil bekas pt daj tidak ada barcod saya cob daftar ulang tidak bisabandingpun tidak bisa bagaimana ini saya beli pertamax trus sdgkan mobil buat kerja,netral
promo nya menipu,1,promo nya menipu,netral
Ok,5,ok,positif
Ok,5,ok,positif
Siiippppp,5,siiippppp,netral
bagus,5,bagus,netral
semoga banyak promo da pocer nya supaya ringan saya bayar nya karna saya ojol tiap hari memerlukan pertalet sebesar 50 per hari,5,semoga banyak promo da pocer nya supaya ringan saya bayar nya karna saya ojol tiap hari memerlukan pertalet sebesar  per hari,netral
"Kalian kerjanya ngapain ini aplikasi ambil foto stnk gbisa2 balik lagi balik lagi ke home,, perbaiki coba bikin ribet rakyat aja",1,kalian kerjanya ngapain ini aplikasi ambil foto stnk gbisa balik lagi balik lagi ke home perbaiki coba bikin ribet rakyat aja,netral
Perlu di sinkronkan data pengisian bbm dengan aplikasi agar kita tau berapa konsumsi bbm yg sudah digunakan,5,perlu di sinkronkan data pengisian bbm dengan aplikasi agar kita tau berapa konsumsi bbm yg sudah digunakan,netral
"Mohon bantuannya jika tertulis no polisi mobil sudah pernah didaftarkan, padahal belum pernah melakukannya. Bagaimana nggih solusinya? Terima kasih...",2,mohon bantuannya jika tertulis no polisi mobil sudah pernah didaftarkan padahal belum pernah melakukannya bagaimana nggih solusinya terima kasih,netral
"Halah bobrok banget dah,minta bantuan ke pom buat daftar akun malah ada biaya kata petugasnya,memang harus kena biaya gitu daftar akun subsidi tepat.",1,halah bobrok banget dahminta bantuan ke pom buat daftar akun malah ada biaya kata petugasnyamemang harus kena biaya gitu daftar akun subsidi tepat,netral
Terimakasih,5,terimakasih,netral
Update setelah itu daftar ulang Cape deh,5,update setelah itu daftar ulang cape deh,netral
"Ketika mau kirim data untuk pembuatan Barcode selalu gagal *Kesalahan Sistem, silahkan coba beberapa saat lagi"" Itu sudah berlangsung selama 3 hari bukan beberapa saat lagi. Dan itu terjadi setelah upgrade versi terbaru",1,ketika mau kirim data untuk pembuatan barcode selalu gagal kesalahan sistem silahkan coba beberapa saat lagi itu sudah berlangsung selama  hari bukan beberapa saat lagi dan itu terjadi setelah upgrade versi terbaru,netral
Sulit ambil QR code,5,sulit ambil qr code,netral
"Biarpun sudah pake aplikasi mypertamina dan sudah diberlakukan barcode subsidi eh malah pertalitenya langka di spbu kecamatan sandai kab Ketapang. Dan masih juga banyak yang antri minyak pake drum dan motor dengan tanki segede gaban, hampir setiap akhir tahun macam begini seperti ada permainan.",1,biarpun sudah pake aplikasi mypertamina dan sudah diberlakukan barcode subsidi eh malah pertalitenya langka di spbu kecamatan sandai kab ketapang dan masih juga banyak yang antri minyak pake drum dan motor dengan tanki segede gaban hampir setiap akhir tahun macam begini seperti ada permainan,netral
terkadang nominal uangnya error gak muncul dan membuat konsumen agak khawatir bisa d pakek atau gak pas saat itu,3,terkadang nominal uangnya error gak muncul dan membuat konsumen agak khawatir bisa d pakek atau gak pas saat itu,netral
Waktu tunggu pendaftaran terlalu lama. Aplikasi banyak errornya. Masa plat nomer udah cocok kebacanya tidak sesuai. Aplikasi terlalu bertele2 dan sangat tidak efektif.,1,waktu tunggu pendaftaran terlalu lama aplikasi banyak errornya masa plat nomer udah cocok kebacanya tidak sesuai aplikasi terlalu bertele dan sangat tidak efektif,netral
"Database tidak sesuai dengan stnk.tidak bisa di rubah,harusnya solar tertulis pertalite",2,database tidak sesuai dengan stnktidak bisa di rubahharusnya solar tertulis pertalite,netral
"nyesel gw download buang2 kuota aja aplikasi ga jelas dari awal terus aja minta verifikasi email tp ga dikirim2 sampe email masuk gw hapus2in apa lagi daftar subsidi bbm makin ga jelas, bikin program tp blm siap",1,nyesel gw download buang kuota aja aplikasi ga jelas dari awal terus aja minta verifikasi email tp ga dikirim sampe email masuk gw hapusin apa lagi daftar subsidi bbm makin ga jelas bikin program tp blm siap,netral
"Tolong aplikasi ini diperbaiki kalau nggak mending nggak usah pakai ini aja sekalian!!! Ngupload foto aja sulit,nggak bisa upload file.Tolong lah pelayanan publik itu harus berorientasi pada masyarakat jangan pada kemauan sendiri",1,tolong aplikasi ini diperbaiki kalau nggak mending nggak usah pakai ini aja sekalian ngupload foto aja sulitnggak bisa upload filetolong lah pelayanan publik itu harus berorientasi pada masyarakat jangan pada kemauan sendiri,netral
Good app,5,good app,positif
setelah update jadi gak bisa masuk ke program subsidi tepat. selalu muncul halaman tidak dapat dimuat,1,setelah update jadi gak bisa masuk ke program subsidi tepat selalu muncul halaman tidak dapat dimuat,netral
saya ikut komentarlah atas kejelekan aplikasi tak berguna ini,1,saya ikut komentarlah atas kejelekan aplikasi tak berguna ini,netral
Siip Siip,5,siip siip,netral
Udah upload stnk dan foto kendaraan malah sjstem bermasalah berkali2 sama ajh gitu,3,udah upload stnk dan foto kendaraan malah sjstem bermasalah berkali sama ajh gitu,netral
Barcode saya tidak terupdate masalahnya dimana tlng dijelaskan,5,barcode saya tidak terupdate masalahnya dimana tlng dijelaskan,netral
scan lambat,2,scan lambat,netral
Taekkkk,1,taekkkk,netral
Bagus,5,bagus,netral
Error berhari-hari tanpa ada perbaikan,1,error berharihari tanpa ada perbaikan,netral
"Setelah di-update log in menginput pin selalu salah, reset pin baru pun tetap salah, bagian costumer servis tidak bisa berfungsi sebagaimana mestinya saya",1,setelah diupdate log in menginput pin selalu salah reset pin baru pun tetap salah bagian costumer servis tidak bisa berfungsi sebagaimana mestinya saya,netral
Aplikasi nya ribet banget tida rekomen datang ke pertamina nya langsung kalo daftar suruh bayar,1,aplikasi nya ribet banget tida rekomen datang ke pertamina nya langsung kalo daftar suruh bayar,netral
Sangat berguna untuk roda pemerintahan dan perekonomian rakyat indonesia khususnya. Subsidi tepat my Pertamina.,5,sangat berguna untuk roda pemerintahan dan perekonomian rakyat indonesia khususnya subsidi tepat my pertamina,netral
apl tolol masa rubah data ga bisa di edit,1,apl tolol masa rubah data ga bisa di edit,netral
Proses pendaftaran nya bgus tpi saat ambil foto tidak bsa msuk ke galeri malah msuk kekamera tolong beritahu sya gmna cara msuk ke galeri di aplikasi ini,1,proses pendaftaran nya bgus tpi saat ambil foto tidak bsa msuk ke galeri malah msuk kekamera tolong beritahu sya gmna cara msuk ke galeri di aplikasi ini,netral
"Aplikasi sialll sangat merepotkan, ngisi bbm suruh pake aplikasi yg gak jelas gmana cara daftar nya ini",1,aplikasi sialll sangat merepotkan ngisi bbm suruh pake aplikasi yg gak jelas gmana cara daftar nya ini,netral
Semangat,5,semangat,netral
Mencoba hal baru untuk meraih keuntungan maksimal. 😊,5,mencoba hal baru untuk meraih keuntungan maksimal,netral
"aplikasi mnt di update trus,tp mlh di instal g bs"" udh beberapa hr di coba ttp g bs",2,aplikasi mnt di update trustp mlh di instal g bs udh beberapa hr di coba ttp g bs,netral
Ok,5,ok,positif
Baguss,5,baguss,netral
BBM Subsidi lebih tepat sasaran,5,bbm subsidi lebih tepat sasaran,netral
Aplikasi yang dibikin dengan anggaran yang di korupsi ya begini,1,aplikasi yang dibikin dengan anggaran yang di korupsi ya begini,netral
pembayaran lama,2,pembayaran lama,netral
Mantap,5,mantap,netral
mantab,5,mantab,netral
Ra mutu uplot media stnk gk bisa dari galeriii,1,ra mutu uplot media stnk gk bisa dari galeriii,netral
"Buat nonkendaraan tidak ada,saya mau mendaftar untuk traktor tapi tidak ada pilihan buat nonkendaraan",3,buat nonkendaraan tidak adasaya mau mendaftar untuk traktor tapi tidak ada pilihan buat nonkendaraan,netral
"Aplikasi update mulu tapi masih begitu bae gagal mulu , udah daftar semua giliran udah beres kode QR malah gagal mulu , tolong lah di permudah biar orang orang minim internet bisa paham , tolongdi perbaiki dan di permudah caranya",1,aplikasi update mulu tapi masih begitu bae gagal mulu  udah daftar semua giliran udah beres kode qr malah gagal mulu  tolong lah di permudah biar orang orang minim internet bisa paham  tolongdi perbaiki dan di permudah caranya,netral
Kami penguna MyPermina tapi kami punya kendala saat mau pakai nomor polisi sama dengan pisik kendaraan tapi logo barcode discan yang tamypil tidak sama atau berbeda bagaimana langkah saya. Kami sudah mencoba dengan mendaftarkan ulang tetapi ditolak dengan alasan sudah terdaftar jadi sebagai orang awam dengan teknologi kami merasa kebingungan saat mau memanfaatkan atau mengunakan kartu Mypertamina yang selalu ditolak oleh petugas SPBU.,3,kami penguna mypermina tapi kami punya kendala saat mau pakai nomor polisi sama dengan pisik kendaraan tapi logo barcode discan yang tamypil tidak sama atau berbeda bagaimana langkah saya kami sudah mencoba dengan mendaftarkan ulang tetapi ditolak dengan alasan sudah terdaftar jadi sebagai orang awam dengan teknologi kami merasa kebingungan saat mau memanfaatkan atau mengunakan kartu mypertamina yang selalu ditolak oleh petugas spbu,netral
Ribet udh di print barcode ternyata ada update barcode,1,ribet udh di print barcode ternyata ada update barcode,netral
mantap,5,mantap,netral
Ok,5,ok,positif
Mantap,5,mantap,netral
free admin don utk topup,4,free admin don utk topup,positif
"Bilangin ke pemerintah nyusahin masyarakat doang klo kayak gini mah, gk semua orang megang saldo, normalisasikan uang tunai pemerintah gk punya otak maunya duit doang.",1,bilangin ke pemerintah nyusahin masyarakat doang klo kayak gini mah gk semua orang megang saldo normalisasikan uang tunai pemerintah gk punya otak maunya duit doang,netral
cepat dan mantap,5,cepat dan mantap,netral
lop,1,lop,netral
Suruh daftar sudah daftar... Malah aplikasi nya yg error....sistem.....,1,suruh daftar sudah daftar malah aplikasi nya yg errorsistem,netral
Goog,4,goog,netral
Min tolong cara menampilkan barcode buat transaksi pembelian BBM bersubsidinya dipermudah/diluar. Supaya tidak harus mencari cari dulu suka lupa. Kalau sudah ada bintangnya mau saya tambahin,1,min tolong cara menampilkan barcode buat transaksi pembelian bbm bersubsidinya dipermudahdiluar supaya tidak harus mencari cari dulu suka lupa kalau sudah ada bintangnya mau saya tambahin,netral
Error pada sistem coba beberapa saat,1,error pada sistem coba beberapa saat,netral
Terima Kasih,5,terima kasih,netral
Pertamina memang oke👍,5,pertamina memang oke,netral
"Di SPBU Tubagus Angke tolong diberi tahukan untuk melayani customer secara baik jgn jutek dan fasilitas dilengkapi,terutama pembayarannya mesti cash gak bisa debit atau qris dan juga kurang ramah tamah ,misalkan soal BBM subsidi kadang tidak semua masyarakat tau bahwa mesti ada code/barcode pengisian, cuma hanya diberitahukan caranya gampang tapi kenyataannya mrk ogah kasih tau justru mengharapkan customer gak jadi isi BBM ditempatnya, menurut sy tidak bagus bisa bikin rugi perusahaan",5,di spbu tubagus angke tolong diberi tahukan untuk melayani customer secara baik jgn jutek dan fasilitas dilengkapiterutama pembayarannya mesti cash gak bisa debit atau qris dan juga kurang ramah tamah misalkan soal bbm subsidi kadang tidak semua masyarakat tau bahwa mesti ada codebarcode pengisian cuma hanya diberitahukan caranya gampang tapi kenyataannya mrk ogah kasih tau justru mengharapkan customer gak jadi isi bbm ditempatnya menurut sy tidak bagus bisa bikin rugi perusahaan,netral
"Setelah Update, malah logout, login lagi nggak bisa malah ke Blokir, pake fitur lupa sandi begitu login ulang, HALAMAN MUAT ULANG berkali kali, Hassilnya beli BBM Susah tanpa barcode,Masukin Data NIK dibilang salah padahal sesuai KTP... Developer kaji ulang masalah ini",1,setelah update malah logout login lagi nggak bisa malah ke blokir pake fitur lupa sandi begitu login ulang halaman muat ulang berkali kali hassilnya beli bbm susah tanpa barcodemasukin data nik dibilang salah padahal sesuai ktp developer kaji ulang masalah ini,netral
Data sudah benar semua terus waktu ngirim datanya terjadi kesalahan pada sistem mohon coba lagi beberapa saat. Sudah berulang2 tetap sama. Trs harus bagaimana lagi,2,data sudah benar semua terus waktu ngirim datanya terjadi kesalahan pada sistem mohon coba lagi beberapa saat sudah berulang tetap sama trs harus bagaimana lagi,netral
sangat membantu,5,sangat membantu,netral
Tolong servernya di Benai kendala server semua,1,tolong servernya di benai kendala server semua,netral
sangat membanty,5,sangat membanty,netral
aplikasi bobrok daftar barcode aja susah banget,1,aplikasi bobrok daftar barcode aja susah banget,netral
respectt ya,5,respectt ya,netral
Dibuat ribet karena abis ganti plat. Gak tuh fiture langsung ganti nopol plat,2,dibuat ribet karena abis ganti plat gak tuh fiture langsung ganti nopol plat,netral
Aplikasi tolollllllllll. Apus aja inj aplikasi,1,aplikasi tolollllllllll apus aja inj aplikasi,netral
Sulit bikin barkot,5,sulit bikin barkot,netral
"Aplikasi apaan ini , aku udh muak sama sistem foto STNK nya , apaan coba kata suruh foto depan belakang ,giliran udh foto tekan centang malah balik lagi ke laman pendaftaran, ini ngga terjadi hanya 1 kali , tapi beribu kali aku coba , ah pusing , di web sama di aplikasi sama aja ngga ada yang jelas , ngasih subsidi aja kek ngga iklhas banget , di ribetin Mulu",1,aplikasi apaan ini  aku udh muak sama sistem foto stnk nya  apaan coba kata suruh foto depan belakang giliran udh foto tekan centang malah balik lagi ke laman pendaftaran ini ngga terjadi hanya  kali  tapi beribu kali aku coba  ah pusing  di web sama di aplikasi sama aja ngga ada yang jelas  ngasih subsidi aja kek ngga iklhas banget  di ribetin mulu,netral
Saya suka sekali dengan aplikasi ini,5,saya suka sekali dengan aplikasi ini,netral
tolong yaa di perbaiki lagi. aplikasi ini menyulitkan pengguna sudah berkali kali di coba daftar tetap ajah terjadi kesalahan mana pertamina udah nuntut pake barkot lagii,1,tolong yaa di perbaiki lagi aplikasi ini menyulitkan pengguna sudah berkali kali di coba daftar tetap ajah terjadi kesalahan mana pertamina udah nuntut pake barkot lagii,netral
Gag entos,1,gag entos,netral
mantap,5,mantap,netral
Sangat membantu untuk mendapatkan bahan bakar yang terjangkau masyarakat kecil 👌🙏🏻,5,sangat membantu untuk mendapatkan bahan bakar yang terjangkau masyarakat kecil,netral
